ID,Gender,Age,Customer Type,Type of Travel,Class,Flight Distance,Departure Delay,Arrival Delay,Departure and Arrival Time Convenience,Ease of Online Booking,Check-in Service,Online Boarding,Gate Location,On-board Service,Seat Comfort,Leg Room Service,Cleanliness,Food and Drink,In-flight Service,In-flight Wifi Service,In-flight Entertainment,Baggage Handling,Satisfaction
303,Male,51,Returning,Business,Business,3183,13,11.0,2,2,5,5,2,5,5,5,5,3,5,2,5,5,Satisfied
93852,Female,12,Returning,Personal,Economy,391,46,38.0,4,1,5,1,1,3,4,3,4,4,4,1,4,4,Neutral or Dissatisfied
38625,Male,38,Returning,Personal,Business,2611,7,0.0,1,3,3,4,3,2,3,3,3,4,2,3,2,5,Neutral or Dissatisfied
127404,Male,45,First-time,Business,Economy,1009,0,0.0,3,3,3,3,2,3,4,2,4,4,2,3,4,2,Neutral or Dissatisfied
66772,Male,52,Returning,Business,Business,3528,0,0.0,4,2,5,5,4,4,5,4,4,4,4,4,4,4,Satisfied
19883,Male,43,Returning,Business,Economy,315,6,4.0,4,4,3,2,4,3,2,3,2,2,1,2,2,1,Satisfied
45472,Female,72,Returning,Business,Business,3779,0,0.0,2,2,2,2,2,3,3,3,4,1,3,3,3,3,Neutral or Dissatisfied
123785,Female,29,Returning,Business,Business,541,4,0.0,3,3,4,3,3,5,3,4,3,3,5,3,3,5,Satisfied
111824,Male,23,Returning,Business,Business,1605,36,20.0,1,1,3,5,1,3,5,2,5,5,4,1,5,4,Satisfied
32664,Male,41,Returning,Business,Economy,163,0,0.0,1,3,5,5,1,1,5,5,5,5,1,5,5,2,Satisfied
19692,Male,42,Returning,Business,Business,475,44,33.0,4,4,4,3,4,4,5,4,2,1,4,4,4,4,Satisfied
56311,Male,63,Returning,Personal,Business,200,35,34.0,4,4,5,5,2,5,2,4,3,5,5,4,5,1,Neutral or Dissatisfied
92082,Male,42,First-time,Business,Economy,1344,91,82.0,1,1,2,1,2,4,5,5,5,5,2,1,5,1,Neutral or Dissatisfied
61993,Female,49,Returning,Business,Business,2475,0,7.0,1,2,3,5,1,4,5,4,4,5,4,1,4,4,Satisfied
65401,Female,25,Returning,Personal,Economy,432,3,0.0,2,2,4,2,4,2,1,5,1,1,4,2,1,4,Neutral or Dissatisfied
2717,Female,38,Returning,Personal,Economy,562,0,0.0,3,5,4,5,3,1,4,1,4,4,3,5,4,3,Satisfied
114534,Male,19,Returning,Personal,Business,342,0,0.0,1,3,1,3,2,2,3,1,3,3,3,3,3,3,Neutral or Dissatisfied
129466,Female,25,First-time,Business,Business,2611,3,0.0,5,2,5,2,3,4,3,2,3,3,4,2,3,5,Neutral or Dissatisfied
48738,Male,53,Returning,Business,Business,3033,42,36.0,4,4,4,4,4,3,3,3,1,1,3,4,3,4,Neutral or Dissatisfied
115380,Female,51,Returning,Business,Business,2598,1,0.0,3,3,3,4,3,4,4,4,2,1,4,4,4,4,Neutral or Dissatisfied
58005,Female,55,Returning,Business,Business,1162,2,19.0,1,1,3,5,1,5,4,5,3,2,5,1,5,5,Satisfied
61864,Female,65,Returning,Personal,Economy Plus,1379,4,0.0,4,5,2,5,4,1,2,5,4,3,1,5,1,1,Satisfied
78758,Female,30,First-time,Business,Economy,432,6,4.0,3,2,4,2,3,3,2,2,2,2,3,2,2,4,Neutral or Dissatisfied
29407,Female,19,Returning,Personal,Economy,2541,1,5.0,4,2,5,5,1,2,5,4,5,2,5,2,2,3,Neutral or Dissatisfied
129237,Male,44,Returning,Business,Business,1464,0,0.0,3,3,3,2,3,2,2,1,2,4,2,2,2,2,Neutral or Dissatisfied
104338,Male,70,Returning,Personal,Economy,452,0,0.0,4,3,4,3,1,1,3,1,3,3,2,3,3,1,Neutral or Dissatisfied
104377,Male,35,Returning,Business,Business,228,1,40.0,2,2,4,2,2,1,2,1,3,3,1,1,1,1,Neutral or Dissatisfied
87898,Female,37,Returning,Business,Business,2957,0,0.0,3,3,5,5,3,3,4,4,5,2,3,3,3,3,Satisfied
49750,Female,39,Returning,Business,Business,326,0,0.0,4,4,1,2,4,4,4,5,5,1,4,4,4,4,Satisfied
129013,Female,24,Returning,Business,Business,2704,2,12.0,1,1,4,4,1,2,4,3,4,3,4,4,1,4,Neutral or Dissatisfied
26027,Female,67,Returning,Personal,Economy,321,0,0.0,5,4,2,5,3,2,2,4,4,5,2,4,2,2,Satisfied
34625,Female,24,Returning,Business,Business,2177,0,0.0,2,2,5,5,2,4,5,2,5,5,4,2,5,4,Satisfied
108040,Female,23,First-time,Business,Economy,306,2,0.0,2,2,3,2,3,1,4,5,4,4,4,2,4,4,Neutral or Dissatisfied
95942,Male,59,Returning,Business,Business,2478,0,0.0,5,5,5,5,5,3,4,4,4,2,3,5,3,3,Satisfied
87110,Female,50,Returning,Personal,Economy,594,67,50.0,2,3,1,3,3,2,3,3,3,5,2,3,2,1,Neutral or Dissatisfied
26907,Male,23,Returning,Business,Business,1660,1,5.0,2,2,2,5,2,1,5,3,5,5,4,2,5,3,Satisfied
59720,Male,60,Returning,Business,Economy Plus,861,225,207.0,4,4,3,3,4,1,3,3,3,3,2,3,3,4,Neutral or Dissatisfied
72263,Female,40,Returning,Business,Economy,919,0,0.0,1,1,4,3,1,2,2,2,2,2,3,2,2,3,Neutral or Dissatisfied
126693,Male,39,First-time,Business,Business,2521,0,45.0,4,4,3,4,1,4,1,4,1,1,4,4,1,4,Neutral or Dissatisfied
54028,Male,56,Returning,Business,Economy Plus,1091,1,0.0,4,1,2,4,4,2,4,4,4,4,5,4,4,1,Satisfied
53825,Female,53,Returning,Business,Business,191,4,0.0,4,4,4,5,4,5,4,5,5,1,5,4,5,5,Satisfied
78716,Female,43,Returning,Business,Business,447,9,0.0,4,4,4,4,4,5,5,5,3,4,5,4,5,5,Satisfied
117790,Female,56,Returning,Business,Business,1679,4,2.0,2,2,5,5,2,5,4,5,4,5,5,2,5,5,Satisfied
1231,Male,41,Returning,Personal,Economy,102,0,0.0,4,3,2,3,4,1,3,5,2,2,4,3,2,3,Neutral or Dissatisfied
63689,Female,39,Returning,Business,Business,1696,951,940.0,4,4,1,1,4,1,1,3,1,1,1,1,2,3,Neutral or Dissatisfied
14522,Male,52,Returning,Business,Economy,288,0,0.0,1,4,4,4,1,1,4,5,4,4,3,4,4,1,Satisfied
42539,Female,45,Returning,Business,Business,2334,18,0.0,5,3,5,3,3,3,4,4,4,3,3,3,3,3,Satisfied
116854,Female,34,First-time,Business,Business,304,0,0.0,3,3,3,3,2,3,1,4,4,4,5,3,4,4,Neutral or Dissatisfied
41729,Female,40,First-time,Business,Business,695,0,4.0,4,4,5,4,3,1,1,4,2,2,4,4,2,5,Neutral or Dissatisfied
22377,Male,22,First-time,Business,Economy,143,114,136.0,1,3,3,3,4,5,3,4,3,3,1,3,3,4,Neutral or Dissatisfied
104667,Male,19,First-time,Business,Economy,641,49,56.0,4,4,1,4,4,1,3,1,3,3,4,4,3,4,Neutral or Dissatisfied
74107,Female,27,First-time,Business,Economy,721,0,0.0,1,1,1,1,3,4,3,1,4,4,3,1,4,4,Neutral or Dissatisfied
61887,Male,36,Returning,Business,Business,1970,0,0.0,1,2,4,3,1,5,5,5,3,1,5,1,5,5,Satisfied
27126,Female,47,Returning,Business,Business,2640,0,0.0,5,5,1,5,5,4,1,4,2,4,4,5,4,4,Satisfied
10141,Male,58,Returning,Business,Business,1936,1,0.0,1,1,5,5,1,4,5,4,5,5,4,1,4,4,Satisfied
33499,Male,50,Returning,Business,Business,965,0,0.0,2,2,3,4,2,2,4,3,5,3,2,2,2,2,Satisfied
29962,Female,26,Returning,Business,Economy,571,0,0.0,3,3,3,5,3,5,5,1,5,5,2,5,5,3,Satisfied
106825,Female,19,First-time,Business,Economy,817,6,6.0,5,5,2,5,2,2,3,3,3,3,4,5,3,1,Satisfied
57487,Female,50,Returning,Business,Business,1589,5,0.0,2,2,3,4,2,3,4,3,5,5,3,2,3,3,Satisfied
99129,Female,35,Returning,Personal,Economy,453,139,138.0,4,2,5,5,5,2,5,4,5,2,4,2,5,5,Neutral or Dissatisfied
52033,Female,23,Returning,Personal,Economy,328,0,0.0,2,2,3,2,3,1,3,1,4,4,3,2,4,3,Neutral or Dissatisfied
4357,Male,39,Returning,Business,Business,2142,0,10.0,5,5,4,4,5,4,5,4,3,4,4,5,4,4,Satisfied
94621,Male,36,Returning,Business,Business,239,0,0.0,3,3,3,4,3,5,4,5,4,4,5,3,5,5,Satisfied
112818,Female,39,Returning,Business,Business,1390,9,0.0,2,2,3,5,2,3,4,4,4,5,3,2,3,3,Satisfied
20186,Female,47,First-time,Business,Economy Plus,403,73,63.0,3,3,5,3,5,4,1,2,3,3,1,3,3,4,Neutral or Dissatisfied
20639,Male,55,Returning,Personal,Economy,911,0,0.0,2,3,4,3,4,1,5,1,5,5,4,3,5,4,Neutral or Dissatisfied
107796,Female,34,Returning,Business,Business,3579,1,0.0,5,5,4,4,5,4,4,4,4,2,4,5,4,4,Satisfied
100321,Male,50,Returning,Business,Business,971,4,16.0,5,4,1,4,5,1,4,1,2,5,1,1,1,1,Neutral or Dissatisfied
117703,Male,12,First-time,Business,Economy,792,12,4.0,2,2,5,2,4,4,4,3,5,5,4,2,5,4,Neutral or Dissatisfied
21274,Male,22,Returning,Business,Economy,620,8,0.0,1,4,5,5,4,4,4,3,5,5,3,5,5,1,Satisfied
12194,Male,51,Returning,Business,Economy Plus,1075,5,0.0,4,1,4,2,4,1,2,2,2,2,3,2,2,4,Neutral or Dissatisfied
55726,Male,52,Returning,Business,Business,3509,0,0.0,3,3,2,4,3,3,3,3,2,5,3,3,3,3,Neutral or Dissatisfied
22539,Female,58,Returning,Personal,Economy Plus,208,0,0.0,3,4,4,4,2,4,2,4,4,2,4,4,4,4,Neutral or Dissatisfied
126850,Male,63,Returning,Business,Economy,577,7,0.0,3,2,1,3,2,3,3,2,3,3,2,3,3,4,Satisfied
46853,Female,35,Returning,Business,Economy,844,10,1.0,3,3,5,3,3,1,3,3,3,3,4,3,3,3,Satisfied
118761,Female,42,Returning,Personal,Economy,304,0,0.0,3,3,4,4,4,3,5,3,4,1,3,1,3,3,Neutral or Dissatisfied
67540,Male,60,Returning,Business,Business,1703,0,0.0,5,5,2,4,5,4,3,4,4,5,4,4,4,4,Neutral or Dissatisfied
52164,Female,58,First-time,Business,Economy,261,0,0.0,0,2,4,2,1,2,4,5,4,4,4,2,4,1,Neutral or Dissatisfied
45107,Female,51,Returning,Business,Economy,177,1,0.0,3,3,1,5,3,4,5,4,3,1,4,4,4,4,Satisfied
62263,Female,22,First-time,Business,Business,2565,0,0.0,2,2,4,2,4,2,5,5,5,5,3,2,5,3,Neutral or Dissatisfied
20715,Female,32,First-time,Business,Economy,707,0,0.0,1,1,3,1,2,4,3,3,3,3,3,1,3,2,Neutral or Dissatisfied
7861,Male,36,Returning,Business,Business,1693,0,16.0,2,3,4,5,2,4,5,4,5,2,4,2,4,4,Satisfied
106479,Female,56,Returning,Business,Business,1624,15,29.0,3,3,5,4,3,5,5,5,5,2,5,3,5,5,Satisfied
60426,Male,29,First-time,Business,Business,775,0,0.0,3,3,4,3,3,3,3,1,5,5,3,3,5,4,Neutral or Dissatisfied
128957,Male,52,Returning,Business,Business,414,2,0.0,5,5,5,5,5,5,5,4,3,3,5,5,5,5,Satisfied
16974,Male,33,Returning,Business,Economy,209,0,0.0,4,4,3,4,4,3,4,3,4,4,5,4,4,4,Satisfied
74368,Female,45,Returning,Business,Business,3188,0,0.0,1,1,4,4,1,4,5,4,4,5,4,1,4,4,Satisfied
32004,Female,19,Returning,Personal,Business,216,0,0.0,0,1,3,1,3,5,3,5,3,3,4,1,3,5,Neutral or Dissatisfied
108164,Female,44,Returning,Personal,Economy,1105,26,25.0,3,3,3,5,2,3,1,3,1,1,3,2,3,3,Neutral or Dissatisfied
55218,Female,52,Returning,Business,Business,1009,16,5.0,2,2,3,4,2,4,5,4,5,2,4,2,4,4,Satisfied
41338,Male,42,Returning,Personal,Economy,689,0,0.0,4,2,4,2,4,2,1,1,1,1,3,2,1,3,Neutral or Dissatisfied
12374,Female,33,Returning,Business,Economy,253,36,29.0,3,5,1,5,3,3,5,2,5,5,2,5,5,2,Satisfied
66030,Female,24,First-time,Business,Economy,1055,13,10.0,1,1,5,1,2,3,1,3,1,1,4,1,1,5,Neutral or Dissatisfied
69824,Male,60,Returning,Business,Business,3266,0,0.0,3,3,3,3,3,3,3,3,4,3,3,3,3,3,Neutral or Dissatisfied
105382,Male,37,Returning,Business,Business,1933,0,0.0,5,1,4,5,1,5,4,5,4,2,5,1,5,5,Satisfied
48411,Male,30,Returning,Business,Business,3306,0,33.0,1,1,3,4,1,5,4,4,4,4,4,1,4,4,Satisfied
14594,Female,41,Returning,Personal,Economy,986,7,4.0,4,2,5,2,2,3,4,5,4,4,5,2,4,5,Neutral or Dissatisfied
93242,Male,40,Returning,Business,Business,2330,11,7.0,3,3,4,5,3,4,4,4,3,5,4,3,4,4,Satisfied
93467,Male,30,First-time,Business,Business,723,6,1.0,4,4,4,4,3,3,1,4,1,1,5,4,1,5,Satisfied
81214,Male,43,Returning,Business,Business,1426,0,1.0,4,4,3,3,4,3,3,3,3,3,3,3,3,3,Neutral or Dissatisfied
129006,Male,43,Returning,Business,Business,2704,0,0.0,3,3,5,5,3,4,5,3,5,5,5,3,3,4,Satisfied
54636,Female,24,Returning,Business,Business,964,0,0.0,4,4,5,5,4,5,5,4,5,5,5,4,5,2,Satisfied
26675,Male,19,Returning,Personal,Economy,515,0,0.0,5,3,3,3,5,4,2,4,3,3,4,3,3,4,Neutral or Dissatisfied
11619,Female,70,Returning,Personal,Economy,771,1,0.0,1,0,1,3,3,5,3,0,2,3,5,1,5,5,Neutral or Dissatisfied
33157,Male,66,Returning,Personal,Economy,163,13,13.0,4,1,5,1,4,5,1,5,1,1,3,1,1,4,Neutral or Dissatisfied
93692,Female,36,Returning,Business,Economy,1452,0,0.0,3,2,2,2,2,1,2,1,2,2,4,2,2,4,Neutral or Dissatisfied
61940,Male,26,First-time,Business,Business,2052,0,0.0,3,3,4,3,3,3,3,4,2,2,5,3,2,4,Neutral or Dissatisfied
82731,Female,27,Returning,Personal,Business,409,0,0.0,3,3,1,3,3,5,5,3,5,5,4,3,5,5,Neutral or Dissatisfied
57848,Male,22,Returning,Business,Business,2329,0,0.0,2,5,5,4,2,5,4,3,4,4,4,2,4,3,Satisfied
86359,Male,45,Returning,Business,Business,762,31,27.0,4,4,4,4,4,5,4,5,3,4,5,4,5,5,Satisfied
57395,Female,43,Returning,Personal,Economy,472,0,0.0,5,4,5,1,3,2,2,4,1,5,2,4,2,4,Satisfied
61360,Female,44,Returning,Business,Business,2405,58,66.0,4,4,5,5,4,2,4,2,5,4,2,4,2,2,Satisfied
78458,Male,26,First-time,Business,Business,526,51,65.0,4,4,3,4,4,3,5,3,5,5,5,4,5,4,Satisfied
15749,Male,68,Returning,Business,Economy,461,0,0.0,4,4,2,5,4,2,5,2,5,5,2,5,5,4,Satisfied
11167,Female,19,Returning,Personal,Economy,429,42,33.0,3,3,1,3,1,4,4,2,4,4,4,3,4,4,Neutral or Dissatisfied
49963,Female,65,Returning,Business,Economy,109,2,6.0,2,2,3,3,2,1,3,1,3,2,1,1,1,1,Neutral or Dissatisfied
124559,Male,56,Returning,Business,Business,3118,5,0.0,2,2,3,5,2,4,5,4,4,4,4,2,4,4,Satisfied
671,Female,21,First-time,Business,Economy,134,0,0.0,0,1,5,1,1,4,4,5,4,4,4,1,4,5,Neutral or Dissatisfied
37375,Male,29,First-time,Business,Economy,944,107,94.0,2,2,3,2,5,4,1,3,1,1,4,2,1,2,Neutral or Dissatisfied
120189,Female,37,Returning,Business,Business,2033,0,0.0,2,2,5,4,2,4,4,4,3,5,4,2,4,4,Satisfied
59716,Male,56,Returning,Business,Business,964,0,0.0,5,5,5,4,5,4,4,4,4,4,4,5,4,4,Satisfied
95098,Male,39,Returning,Personal,Economy,239,0,0.0,4,3,3,3,3,3,4,3,4,4,4,3,4,4,Neutral or Dissatisfied
56665,Female,13,Returning,Personal,Economy,937,0,4.0,5,0,5,0,1,5,1,3,1,1,4,0,1,5,Satisfied
30574,Female,13,Returning,Business,Business,628,0,0.0,2,2,4,2,2,1,2,1,2,2,3,2,2,4,Neutral or Dissatisfied
19655,Female,43,Returning,Personal,Economy,763,358,346.0,5,2,5,5,4,4,5,4,5,2,3,2,5,5,Neutral or Dissatisfied
113316,Female,41,Returning,Business,Business,3277,87,84.0,5,3,3,4,3,3,4,3,5,5,3,3,3,3,Satisfied
23435,Female,38,First-time,Business,Economy,516,7,11.0,0,4,4,4,4,1,4,5,4,4,4,3,4,3,Neutral or Dissatisfied
9883,Male,37,First-time,Business,Business,508,0,0.0,2,2,3,2,5,3,4,3,4,4,4,2,4,5,Satisfied
5338,Female,56,Returning,Business,Business,2176,118,161.0,3,3,5,5,3,2,5,5,5,5,3,3,5,5,Satisfied
66153,Male,26,First-time,Business,Business,550,0,9.0,1,1,2,1,3,2,5,4,5,5,3,1,5,4,Neutral or Dissatisfied
126501,Female,68,Returning,Personal,Economy,1788,0,0.0,4,3,5,5,4,4,5,3,3,4,4,3,4,2,Neutral or Dissatisfied
123032,Female,46,Returning,Business,Business,631,6,0.0,5,5,4,5,5,5,4,5,4,2,5,5,5,5,Satisfied
48151,Male,33,Returning,Business,Business,1955,0,0.0,1,4,4,4,1,2,4,5,4,4,4,4,4,4,Neutral or Dissatisfied
85068,Male,22,First-time,Business,Economy,731,2,0.0,2,2,4,2,1,5,2,4,4,4,5,2,4,5,Neutral or Dissatisfied
56037,Male,19,Returning,Business,Business,2475,4,0.0,1,1,3,3,1,2,3,4,3,3,2,3,2,4,Neutral or Dissatisfied
52035,Female,27,First-time,Business,Economy Plus,328,0,0.0,5,5,1,5,2,3,3,4,3,3,4,5,3,3,Satisfied
5931,Male,65,Returning,Personal,Economy,173,33,37.0,3,3,5,3,2,4,5,5,5,5,5,3,5,4,Neutral or Dissatisfied
123201,Male,51,Returning,Personal,Economy,600,13,15.0,5,3,3,3,2,3,4,4,4,4,3,3,4,1,Neutral or Dissatisfied
53662,Female,11,Returning,Personal,Business,1208,0,0.0,2,2,1,2,3,3,4,2,4,4,2,2,4,1,Neutral or Dissatisfied
77626,Male,30,Returning,Business,Business,731,0,0.0,3,3,3,5,3,3,5,4,5,5,5,3,5,5,Satisfied
57876,Male,65,Returning,Personal,Business,305,18,7.0,5,4,2,1,2,3,5,4,5,5,3,4,3,1,Neutral or Dissatisfied
73646,Male,44,Returning,Business,Business,3957,0,0.0,5,0,4,4,4,4,4,4,4,2,4,0,4,2,Satisfied
51384,Male,59,Returning,Personal,Economy Plus,78,6,2.0,5,3,4,3,1,5,2,4,2,2,5,3,2,5,Neutral or Dissatisfied
126926,Male,39,Returning,Business,Business,3980,0,0.0,1,5,4,5,1,4,4,4,5,2,4,1,4,4,Satisfied
81861,Female,39,Returning,Business,Economy Plus,1016,0,0.0,3,3,5,5,3,2,5,1,5,5,5,5,5,5,Satisfied
107460,Female,16,Returning,Personal,Economy Plus,725,0,0.0,2,3,3,3,4,3,5,4,5,5,3,3,5,4,Neutral or Dissatisfied
106594,Male,27,First-time,Business,Business,986,0,0.0,3,3,4,3,3,3,3,5,3,3,4,3,3,4,Neutral or Dissatisfied
119412,Female,54,Returning,Business,Economy,399,0,30.0,4,4,2,2,4,4,3,4,4,2,4,4,4,4,Neutral or Dissatisfied
85091,Male,25,First-time,Business,Business,874,4,7.0,0,2,3,2,2,5,4,5,3,3,4,2,3,4,Neutral or Dissatisfied
93092,Female,31,Returning,Personal,Economy,860,0,0.0,4,3,3,3,3,3,3,4,3,3,4,3,3,4,Neutral or Dissatisfied
24553,Male,40,Returning,Business,Business,874,0,0.0,3,3,2,3,3,4,4,4,1,4,4,4,4,4,Neutral or Dissatisfied
114696,Female,33,Returning,Business,Business,337,0,7.0,3,3,3,5,3,4,4,4,3,3,4,3,4,4,Satisfied
112339,Female,55,Returning,Business,Business,3660,9,0.0,4,4,5,5,4,4,4,4,5,2,4,4,4,4,Satisfied
114750,Female,45,Returning,Business,Business,2967,4,1.0,1,1,5,5,4,2,4,2,4,5,2,0,2,2,Satisfied
58247,Female,9,Returning,Personal,Economy Plus,925,2,20.0,4,2,4,2,3,4,3,4,4,4,5,2,4,5,Neutral or Dissatisfied
98025,Male,44,Returning,Business,Economy,1014,0,13.0,4,4,4,4,4,1,4,2,4,4,3,4,4,4,Neutral or Dissatisfied
96492,Female,17,Returning,Business,Business,2963,69,64.0,5,5,2,2,5,2,2,2,2,2,4,2,2,4,Neutral or Dissatisfied
101992,Male,57,Returning,Personal,Economy,628,6,6.0,5,2,5,2,3,3,5,5,5,5,4,2,5,4,Neutral or Dissatisfied
92127,Male,56,Returning,Personal,Economy,1522,0,0.0,5,2,3,2,3,5,1,3,1,1,5,2,1,5,Neutral or Dissatisfied
118910,Female,58,Returning,Personal,Economy,570,6,0.0,1,4,2,4,4,1,3,4,1,1,1,4,1,1,Neutral or Dissatisfied
91482,Male,54,Returning,Personal,Economy,859,12,5.0,5,1,5,1,3,5,1,2,1,1,4,1,1,5,Neutral or Dissatisfied
87855,Female,51,Returning,Personal,Economy,214,0,3.0,0,3,1,4,2,1,5,3,3,4,1,3,1,1,Neutral or Dissatisfied
4502,Female,49,Returning,Business,Business,435,0,0.0,5,5,5,5,5,5,4,5,3,2,5,5,5,5,Satisfied
43902,Female,40,Returning,Personal,Economy,174,0,0.0,4,0,3,0,2,3,3,2,3,3,5,0,3,4,Satisfied
29422,Male,50,Returning,Personal,Economy Plus,2676,0,0.0,3,3,2,2,4,1,2,3,2,3,5,3,4,3,Neutral or Dissatisfied
9525,Female,43,Returning,Personal,Business,292,0,0.0,5,2,3,5,3,5,5,2,5,5,5,3,5,5,Neutral or Dissatisfied
80418,Female,49,Returning,Business,Business,2248,56,61.0,5,5,3,3,5,4,5,4,5,5,4,5,4,4,Satisfied
76074,Male,34,First-time,Business,Economy,669,0,0.0,1,1,3,1,3,3,5,3,5,5,3,1,5,4,Neutral or Dissatisfied
8693,Male,47,Returning,Business,Business,181,0,0.0,1,1,4,4,1,2,4,2,3,3,2,3,2,3,Neutral or Dissatisfied
38821,Female,51,Returning,Personal,Economy,353,0,6.0,3,3,4,4,1,5,5,3,3,1,5,3,5,5,Neutral or Dissatisfied
59431,Male,36,Returning,Personal,Economy Plus,2367,196,150.0,5,2,3,3,3,3,3,3,3,2,5,2,3,4,Neutral or Dissatisfied
79750,Male,65,Returning,Personal,Economy Plus,760,72,121.0,4,1,3,1,3,3,5,3,5,5,4,1,5,4,Neutral or Dissatisfied
49401,Male,64,Returning,Business,Business,308,0,0.0,3,3,1,2,3,3,2,3,1,2,3,3,3,3,Neutral or Dissatisfied
106408,Female,12,Returning,Personal,Economy,551,77,75.0,2,3,3,3,4,4,4,1,2,2,3,3,2,4,Neutral or Dissatisfied
28765,Female,21,Returning,Personal,Economy,1024,0,0.0,4,4,5,4,3,3,4,4,4,4,4,4,4,4,Neutral or Dissatisfied
119722,Male,21,First-time,Business,Economy,1303,0,1.0,2,2,4,2,4,2,4,1,4,4,3,2,4,3,Neutral or Dissatisfied
4927,Female,60,Returning,Business,Business,1020,5,0.0,4,4,4,4,4,5,4,5,5,3,5,4,5,5,Satisfied
26256,Female,29,First-time,Business,Economy Plus,406,24,20.0,3,3,4,3,2,3,3,2,3,3,3,3,3,2,Neutral or Dissatisfied
54947,Female,53,Returning,Personal,Business,1504,22,60.0,4,3,5,5,3,1,1,3,3,1,1,3,1,1,Neutral or Dissatisfied
54243,Male,14,First-time,Business,Economy,1222,89,104.0,3,3,4,3,4,3,2,2,2,2,4,3,2,3,Neutral or Dissatisfied
43161,Male,45,Returning,Business,Business,2691,0,0.0,5,5,1,5,5,4,2,4,4,1,4,5,4,4,Satisfied
46486,Female,29,Returning,Business,Business,2166,0,0.0,2,2,3,4,2,5,3,3,4,4,2,2,4,5,Satisfied
108852,Male,45,Returning,Business,Business,1947,1,3.0,1,1,3,3,1,4,5,5,5,5,4,1,4,4,Satisfied
94797,Female,36,First-time,Business,Economy,192,95,82.0,1,4,1,4,3,2,4,5,4,4,3,4,4,3,Neutral or Dissatisfied
90284,Male,49,First-time,Business,Business,757,0,0.0,1,1,3,1,4,4,5,2,4,4,4,1,4,5,Neutral or Dissatisfied
9613,Female,13,Returning,Personal,Economy,288,0,0.0,5,4,4,4,4,3,3,4,3,3,4,2,3,4,Neutral or Dissatisfied
39477,Male,55,Returning,Business,Economy,867,9,0.0,5,5,3,4,5,3,4,5,4,4,1,4,4,5,Satisfied
105284,Female,45,Returning,Business,Business,3592,18,1.0,2,2,4,5,2,4,4,4,4,2,4,2,4,4,Satisfied
105213,Male,40,Returning,Business,Business,3341,31,16.0,1,1,5,4,1,5,4,5,4,3,5,1,5,5,Satisfied
34034,Male,26,Returning,Business,Economy Plus,1576,0,10.0,5,3,4,1,3,3,2,4,1,1,3,1,1,4,Neutral or Dissatisfied
10628,Male,40,Returning,Business,Business,1891,37,30.0,4,5,3,4,5,5,5,5,3,2,5,5,5,5,Satisfied
22344,Male,33,First-time,Business,Economy,143,0,0.0,0,2,5,2,5,3,3,3,4,4,1,2,4,4,Neutral or Dissatisfied
84414,Female,63,Returning,Personal,Economy,591,0,0.0,4,2,4,4,3,2,5,2,4,2,2,2,2,5,Neutral or Dissatisfied
126219,Female,29,Returning,Business,Business,1757,0,0.0,3,3,3,3,3,1,3,4,3,3,2,3,3,2,Neutral or Dissatisfied
118997,Male,22,First-time,Business,Economy,479,22,14.0,0,4,3,4,2,3,2,5,1,1,4,3,1,4,Neutral or Dissatisfied
94920,Female,57,Returning,Business,Business,187,51,44.0,1,1,3,4,1,4,1,4,1,3,4,1,4,4,Satisfied
55872,Male,40,Returning,Business,Business,733,0,0.0,5,5,3,5,5,5,4,5,3,4,5,5,5,5,Satisfied
57253,Male,38,Returning,Business,Economy,628,0,0.0,1,1,3,3,1,3,3,4,3,3,4,3,3,4,Neutral or Dissatisfied
57224,Male,22,Returning,Personal,Economy,1514,15,7.0,4,2,4,2,4,5,5,2,5,5,3,2,5,5,Neutral or Dissatisfied
39387,Female,25,First-time,Business,Economy,521,0,0.0,0,2,2,2,3,4,1,4,1,1,3,2,1,1,Neutral or Dissatisfied
22754,Female,61,Returning,Business,Economy,302,0,0.0,3,3,4,2,3,4,4,4,4,4,4,4,4,4,Satisfied
80244,Female,57,First-time,Business,Economy,1269,8,0.0,3,3,4,3,3,3,5,2,5,5,4,3,5,3,Neutral or Dissatisfied
76267,Female,16,First-time,Business,Economy,1927,55,36.0,1,1,3,1,4,1,4,4,5,5,3,1,5,4,Neutral or Dissatisfied
25518,Male,31,Returning,Business,Business,3904,0,0.0,4,5,4,5,4,3,5,3,5,5,5,4,5,1,Satisfied
92889,Female,33,First-time,Business,Economy,151,0,16.0,3,1,4,1,3,3,4,5,4,4,3,1,4,4,Neutral or Dissatisfied
64018,Female,41,Returning,Business,Business,919,0,19.0,4,3,4,5,4,4,5,4,5,3,4,4,4,4,Satisfied
64941,Male,37,Returning,Business,Business,247,0,0.0,2,2,2,4,2,4,3,4,1,5,4,4,4,4,Neutral or Dissatisfied
41101,Female,37,Returning,Business,Business,295,0,0.0,4,4,4,3,4,4,3,3,4,2,4,4,4,4,Neutral or Dissatisfied
97840,Female,70,Returning,Personal,Economy,395,13,5.0,5,2,5,3,1,1,2,2,5,5,1,2,1,1,Neutral or Dissatisfied
66339,Female,39,Returning,Business,Business,1637,35,25.0,3,3,4,4,3,5,5,5,5,5,5,3,5,5,Satisfied
38428,Male,21,Returning,Personal,Economy,965,0,0.0,5,4,4,4,1,5,1,4,1,1,4,4,1,4,Satisfied
